id,Node_1,Node_2,label
"(1, 17840834)",car_6513,ego car,visible
"(1, 17840835)",ego car,car_6313,visible
"(1, 17840835)",ego car,car_6513,visible
"(1, 17840835)",car_6313,ego car,visible
"(1, 17840835)",car_6513,ego car,visible
"(1, 17840836)",ego car,car_6313,visible
"(1, 17840836)",ego car,car_6513,visible
"(1, 17840836)",car_6313,ego car,visible
"(1, 17840836)",car_6513,ego car,visible
"(1, 17840837)",ego car,car_6313,visible
"(1, 17840837)",ego car,car_6513,visible
"(1, 17840837)",car_6313,ego car,visible
"(1, 17840837)",car_6513,ego car,visible
"(1, 17840838)",ego car,car_6313,visible
"(1, 17840838)",ego car,car_6513,visible
"(1, 17840838)",car_6313,ego car,visible
"(1, 17840838)",car_6513,ego car,visible
"(1, 17840839)",ego car,car_6313,visible
"(1, 17840839)",ego car,car_6513,visible
"(1, 17840839)",car_6313,ego car,visible
"(1, 17840839)",car_6513,ego car,visible
"(1, 17840840)",ego car,car_6313,visible
"(1, 17840840)",ego car,car_6513,visible
"(1, 17840840)",car_6313,ego car,visible
"(1, 17840840)",car_6513,ego car,visible
"(1, 17840841)",ego car,car_6313,visible
"(1, 17840841)",car_6313,ego car,visible
"(1, 17840842)",ego car,car_6313,visible
"(1, 17840842)",car_6313,ego car,visible
"(1, 17840843)",ego car,car_6313,visible
"(1, 17840843)",car_6313,ego car,visible
"(1, 17840844)",ego car,car_6313,visible
"(1, 17840844)",car_6313,ego car,visible
"(1, 17840845)",ego car,car_6313,visible
"(1, 17840845)",car_6313,ego car,visible
"(1, 17840846)",ego car,car_6313,visible
"(1, 17840846)",car_6313,ego car,visible
"(1, 17840847)",ego car,car_6313,visible
"(1, 17840847)",car_6313,ego car,visible
"(1, 17840870)",ego car,car_6666,visible
"(1, 17840870)",car_6666,ego car,visible
"(1, 17840871)",ego car,car_6666,visible
"(1, 17840871)",car_6666,ego car,visible
"(1, 17840872)",ego car,car_6666,visible
"(1, 17840872)",car_6666,ego car,visible
"(1, 17840873)",ego car,car_6666,visible
"(1, 17840873)",car_6666,ego car,visible
"(1, 17840874)",ego car,car_6666,visible
"(1, 17840874)",car_6666,ego car,visible
"(1, 17840875)",ego car,car_6666,visible
"(1, 17840875)",car_6666,ego car,visible
"(1, 17840876)",ego car,car_6666,visible
"(1, 17840876)",car_6666,ego car,visible
"(1, 17840877)",ego car,car_6666,visible
"(1, 17840877)",car_6666,ego car,visible
"(1, 17840878)",ego car,car_6666,visible
"(1, 17840878)",car_6666,ego car,visible
"(1, 17840879)",ego car,car_6666,visible
"(1, 17840879)",car_6666,ego car,visible
"(1, 17840880)",ego car,car_6666,visible
"(1, 17840880)",car_6666,ego car,visible
"(1, 17840881)",ego car,car_6666,visible
"(1, 17840881)",car_6666,ego car,visible
"(1, 17840882)",ego car,car_6666,visible
"(1, 17840882)",car_6666,ego car,visible
"(1, 17840883)",ego car,car_6666,visible
"(1, 17840883)",car_6666,ego car,visible
"(1, 17840884)",ego car,car_6666,visible
"(1, 17840884)",car_6666,ego car,visible
"(1, 17840885)",ego car,car_6666,visible
"(1, 17840885)",car_6666,ego car,visible
"(1, 17840886)",ego car,car_6666,visible
"(1, 17840886)",car_6666,ego car,visible
"(1, 17840887)",ego car,car_6666,visible
"(1, 17840887)",car_6666,ego car,visible
"(1, 17840888)",ego car,car_6666,visible
"(1, 17840888)",car_6666,ego car,visible
"(1, 17840889)",ego car,car_6666,visible
"(1, 17840889)",car_6666,ego car,visible
"(1, 17840890)",ego car,car_6313,visible
"(1, 17840890)",ego car,car_6666,visible
"(1, 17840890)",car_6313,ego car,visible
"(1, 17840890)",car_6666,ego car,visible
"(1, 17840891)",ego car,car_6313,visible
"(1, 17840891)",ego car,car_6666,visible
"(1, 17840891)",car_6313,ego car,visible
"(1, 17840891)",car_6666,ego car,visible
"(1, 17840892)",ego car,car_6313,visible
"(1, 17840892)",ego car,car_6666,visible
"(1, 17840892)",car_6313,ego car,visible
"(1, 17840892)",car_6666,ego car,visible
"(1, 17840893)",ego car,car_6313,visible
"(1, 17840893)",ego car,car_6666,visible
"(1, 17840893)",car_6313,ego car,visible
"(1, 17840893)",car_6666,ego car,visible
"(1, 17840894)",ego car,car_6313,visible
"(1, 17840894)",ego car,car_6666,visible
"(1, 17840894)",car_6313,ego car,visible
"(1, 17840894)",car_6666,ego car,visible
"(1, 17840895)",ego car,car_6313,visible
"(1, 17840895)",ego car,car_6666,visible
"(1, 17840895)",car_6313,ego car,visible
"(1, 17840895)",car_6666,ego car,visible
"(1, 17840896)",ego car,car_6313,visible
"(1, 17840896)",ego car,car_6666,visible
"(1, 17840896)",car_6313,ego car,visible
"(1, 17840896)",car_6666,ego car,visible
"(1, 17840897)",ego car,car_6313,visible
"(1, 17840897)",ego car,car_6666,visible
"(1, 17840897)",car_6313,ego car,visible
"(1, 17840897)",car_6666,ego car,visible
"(1, 17840898)",ego car,car_6313,visible
"(1, 17840898)",ego car,car_6513,visible
"(1, 17840898)",ego car,car_6666,visible
"(1, 17840898)",car_6313,ego car,visible
"(1, 17840898)",car_6513,ego car,visible
"(1, 17840898)",car_6666,ego car,visible
"(1, 17840899)",ego car,car_6313,visible
"(1, 17840899)",ego car,car_6513,visible
"(1, 17840899)",ego car,car_6666,visible
"(1, 17840899)",car_6313,ego car,visible
"(1, 17840899)",car_6513,ego car,visible
"(1, 17840899)",car_6666,ego car,visible
"(1, 17840900)",ego car,car_6313,visible
"(1, 17840900)",ego car,car_6513,visible
"(1, 17840900)",ego car,car_6666,visible
"(1, 17840900)",car_6313,ego car,visible
"(1, 17840900)",car_6513,ego car,visible
"(1, 17840900)",car_6666,ego car,visible
"(1, 17840901)",ego car,car_6313,visible
"(1, 17840901)",ego car,car_6513,visible
"(1, 17840901)",ego car,car_6666,visible
"(1, 17840901)",car_6313,ego car,visible
"(1, 17840901)",car_6513,ego car,visible
"(1, 17840901)",car_6666,ego car,visible
"(1, 17840902)",ego car,car_6313,visible
"(1, 17840902)",ego car,car_6513,visible
"(1, 17840902)",ego car,car_6666,visible
"(1, 17840902)",car_6313,ego car,visible
"(1, 17840902)",car_6513,ego car,visible
"(1, 17840902)",car_6666,ego car,visible
"(1, 17840903)",ego car,car_6313,visible
"(1, 17840903)",ego car,car_6513,visible
"(1, 17840903)",ego car,car_6666,visible
"(1, 17840903)",car_6313,ego car,visible
"(1, 17840903)",car_6513,ego car,visible
"(1, 17840903)",car_6666,ego car,visible
"(1, 17840904)",ego car,car_6313,visible
"(1, 17840904)",ego car,car_6513,visible
"(1, 17840904)",ego car,car_6666,visible
"(1, 17840904)",car_6313,ego car,visible
"(1, 17840904)",car_6513,ego car,visible
"(1, 17840904)",car_6666,ego car,visible
"(2, 17838841)",ego car,car_6633,visible
"(2, 17838841)",ego car,car_6635,visible
"(2, 17838841)",ego car,car_6363,visible
"(2, 17838841)",ego car,car_6634,visible
"(2, 17838841)",ego car,car_6636,visible
"(2, 17838841)",car_6633,ego car,visible
"(2, 17838841)",car_6635,ego car,visible
"(2, 17838841)",car_6363,ego car,visible
"(2, 17838841)",car_6634,ego car,visible
"(2, 17838841)",car_6636,ego car,visible
"(2, 17838843)",ego car,car_6633,visible
"(2, 17838843)",ego car,car_6635,visible
"(2, 17838843)",ego car,car_6363,visible
"(2, 17838843)",ego car,car_6634,visible
"(2, 17838843)",ego car,car_6636,visible
"(2, 17838843)",car_6633,ego car,visible
"(2, 17838843)",car_6635,ego car,visible
"(2, 17838843)",car_6363,ego car,visible
"(2, 17838843)",car_6634,ego car,visible
"(2, 17838843)",car_6636,ego car,visible
"(2, 17838844)",ego car,car_6633,visible
"(2, 17838844)",ego car,car_6635,visible
"(2, 17838844)",ego car,car_6363,visible
"(2, 17838844)",ego car,car_6634,visible
"(2, 17838844)",ego car,car_6636,visible
"(2, 17838844)",car_6633,ego car,visible
"(2, 17838844)",car_6635,ego car,visible
"(2, 17838844)",car_6363,ego car,visible
"(2, 17838844)",car_6634,ego car,visible
"(2, 17838844)",car_6636,ego car,visible
"(2, 17838845)",ego car,car_6633,visible
"(2, 17838845)",ego car,car_6635,visible
"(2, 17838845)",ego car,car_6363,visible
"(2, 17838845)",ego car,car_6634,visible
"(2, 17838845)",ego car,car_6636,visible
"(2, 17838845)",car_6633,ego car,visible
"(2, 17838845)",car_6635,ego car,visible
"(2, 17838845)",car_6363,ego car,visible
"(2, 17838845)",car_6634,ego car,visible
"(2, 17838845)",car_6636,ego car,visible
"(2, 17838846)",ego car,car_6633,visible
"(2, 17838846)",ego car,car_6635,visible
"(2, 17838846)",ego car,car_6362,visible
"(2, 17838846)",ego car,car_6363,visible
"(2, 17838846)",ego car,car_6634,visible
"(2, 17838846)",ego car,car_6636,visible
"(2, 17838846)",car_6633,ego car,visible
"(2, 17838846)",car_6635,ego car,visible
"(2, 17838846)",car_6362,ego car,visible
"(2, 17838846)",car_6363,ego car,visible
"(2, 17838846)",car_6634,ego car,visible
"(2, 17838846)",car_6636,ego car,visible
"(2, 17838847)",ego car,car_6633,visible
"(2, 17838847)",ego car,car_6635,visible
"(2, 17838847)",ego car,car_6362,visible
"(2, 17838847)",ego car,car_6363,visible
"(2, 17838847)",ego car,car_6634,visible
"(2, 17838847)",ego car,car_6636,visible
"(2, 17838847)",car_6633,ego car,visible
"(2, 17838847)",car_6635,ego car,visible
"(2, 17838847)",car_6362,ego car,visible
"(2, 17838847)",car_6363,ego car,visible
"(2, 17838847)",car_6634,ego car,visible
"(2, 17838847)",car_6636,ego car,visible
"(2, 17838848)",ego car,car_6633,visible
"(2, 17838848)",ego car,car_6635,visible
"(2, 17838848)",ego car,car_6362,visible
"(2, 17838848)",ego car,car_6363,visible
"(2, 17838848)",ego car,car_6634,visible
"(2, 17838848)",ego car,car_6636,visible
"(2, 17838848)",car_6633,ego car,visible
"(2, 17838848)",car_6635,ego car,visible
"(2, 17838848)",car_6362,ego car,visible
"(2, 17838848)",car_6363,ego car,visible
"(2, 17838848)",car_6634,ego car,visible
"(2, 17838848)",car_6636,ego car,visible
"(2, 17838849)",ego car,car_6633,visible
"(2, 17838849)",ego car,car_6635,visible
"(2, 17838849)",ego car,car_6362,visible
"(2, 17838849)",ego car,car_6363,visible
"(2, 17838849)",ego car,car_6634,visible
"(2, 17838849)",ego car,car_6636,visible
"(2, 17838849)",car_6633,ego car,visible
"(2, 17838849)",car_6635,ego car,visible
"(2, 17838849)",car_6362,ego car,visible
"(2, 17838849)",car_6363,ego car,visible
"(2, 17838849)",car_6634,ego car,visible
"(2, 17838849)",car_6636,ego car,visible
"(2, 17838850)",ego car,car_6633,visible
"(2, 17838850)",ego car,car_6635,visible
"(2, 17838850)",ego car,car_6362,visible
"(2, 17838850)",ego car,car_6363,visible
"(2, 17838850)",ego car,car_6634,visible
"(2, 17838850)",ego car,car_6636,visible
"(2, 17838850)",car_6633,ego car,visible
"(2, 17838850)",car_6635,ego car,visible
"(2, 17838850)",car_6362,ego car,visible
"(2, 17838850)",car_6363,ego car,visible
"(2, 17838850)",car_6634,ego car,visible
"(2, 17838850)",car_6636,ego car,visible
"(2, 17838851)",ego car,car_6633,visible
"(2, 17838851)",ego car,car_6635,visible
"(2, 17838851)",ego car,car_6362,visible
"(2, 17838851)",ego car,car_6363,visible
"(2, 17838851)",ego car,car_6634,visible
"(2, 17838851)",ego car,car_6636,visible
"(2, 17838851)",car_6633,ego car,visible
"(2, 17838851)",car_6635,ego car,visible
"(2, 17838851)",car_6362,ego car,visible
"(2, 17838851)",car_6363,ego car,visible
"(2, 17838851)",car_6634,ego car,visible
"(2, 17838851)",car_6636,ego car,visible
"(2, 17838852)",ego car,car_6633,visible
"(2, 17838852)",ego car,car_6635,visible
"(2, 17838852)",ego car,car_6362,visible
"(2, 17838852)",ego car,car_6363,visible
"(2, 17838852)",ego car,car_6634,visible
"(2, 17838852)",ego car,car_6636,visible
"(2, 17838852)",car_6633,ego car,visible
"(2, 17838852)",car_6635,ego car,visible
"(2, 17838852)",car_6362,ego car,visible
"(2, 17838852)",car_6363,ego car,visible
"(2, 17838852)",car_6634,ego car,visible
"(2, 17838852)",car_6636,ego car,visible
"(2, 17838853)",ego car,car_6633,visible
"(2, 17838853)",ego car,car_6635,visible
"(2, 17838853)",ego car,car_6362,visible
"(2, 17838853)",ego car,car_6363,visible
"(2, 17838853)",ego car,car_6634,visible
"(2, 17838853)",ego car,car_6636,visible
"(2, 17838853)",car_6633,ego car,visible
"(2, 17838853)",car_6635,ego car,visible
"(2, 17838853)",car_6362,ego car,visible
"(2, 17838853)",car_6363,ego car,visible
"(2, 17838853)",car_6634,ego car,visible
"(2, 17838853)",car_6636,ego car,visible
"(2, 17838854)",ego car,car_6633,visible
"(2, 17838854)",ego car,car_6362,visible
"(2, 17838854)",ego car,car_6363,visible
"(2, 17838854)",ego car,car_6634,visible
"(2, 17838854)",ego car,car_6636,visible
"(2, 17838854)",car_6633,ego car,visible
"(2, 17838854)",car_6362,ego car,visible
"(2, 17838854)",car_6363,ego car,visible
"(2, 17838854)",car_6634,ego car,visible
"(2, 17838854)",car_6636,ego car,visible
"(2, 17838855)",ego car,car_6633,visible
"(2, 17838855)",ego car,car_6362,visible
"(2, 17838855)",ego car,car_6363,visible
"(2, 17838855)",ego car,car_6634,visible
"(2, 17838855)",ego car,car_6636,visible
"(2, 17838855)",car_6633,ego car,visible
"(2, 17838855)",car_6362,ego car,visible
"(2, 17838855)",car_6363,ego car,visible
"(2, 17838855)",car_6634,ego car,visible
"(2, 17838855)",car_6636,ego car,visible
"(2, 17838856)",ego car,car_6633,visible
"(2, 17838856)",ego car,car_6362,visible
"(2, 17838856)",ego car,car_6363,visible
"(2, 17838856)",ego car,car_6634,visible
"(2, 17838856)",ego car,car_6636,visible
"(2, 17838856)",car_6633,ego car,visible
"(2, 17838856)",car_6362,ego car,visible
"(2, 17838856)",car_6363,ego car,visible
"(2, 17838856)",car_6634,ego car,visible
"(2, 17838856)",car_6636,ego car,visible
"(2, 17838857)",ego car,car_6633,visible
"(2, 17838857)",ego car,car_6360,visible
"(2, 17838857)",ego car,car_6362,visible
"(2, 17838857)",ego car,car_6363,visible
"(2, 17838857)",ego car,car_6634,visible
"(2, 17838857)",ego car,car_6636,visible
"(2, 17838857)",car_6633,ego car,visible
"(2, 17838857)",car_6360,ego car,visible
"(2, 17838857)",car_6362,ego car,visible
"(2, 17838857)",car_6363,ego car,visible
"(2, 17838857)",car_6634,ego car,visible
"(2, 17838857)",car_6636,ego car,visible
"(2, 17838858)",ego car,car_6633,visible
"(2, 17838858)",ego car,car_6360,visible
"(2, 17838858)",ego car,car_6362,visible
"(2, 17838858)",ego car,car_6363,visible
"(2, 17838858)",ego car,car_6634,visible
"(2, 17838858)",ego car,car_6636,visible
"(2, 17838858)",car_6633,ego car,visible
"(2, 17838858)",car_6360,ego car,visible
"(2, 17838858)",car_6362,ego car,visible
"(2, 17838858)",car_6363,ego car,visible
"(2, 17838858)",car_6634,ego car,visible
"(2, 17838858)",car_6636,ego car,visible
"(2, 17838859)",ego car,car_6633,visible
"(2, 17838859)",ego car,car_6634,visible
"(2, 17838859)",ego car,car_6636,visible
"(2, 17838859)",car_6633,ego car,visible
"(2, 17838859)",car_6634,ego car,visible
"(2, 17838859)",car_6636,ego car,visible
"(2, 17838860)",ego car,car_6633,visible
"(2, 17838860)",ego car,car_6634,visible
"(2, 17838860)",ego car,car_6636,visible
"(2, 17838860)",car_6633,ego car,visible
"(2, 17838860)",car_6634,ego car,visible
"(2, 17838860)",car_6636,ego car,visible
"(2, 17838861)",ego car,car_6633,visible
"(2, 17838861)",ego car,car_6634,visible
"(2, 17838861)",ego car,car_6636,visible
"(2, 17838861)",car_6633,ego car,visible
"(2, 17838861)",car_6634,ego car,visible
"(2, 17838861)",car_6636,ego car,visible
"(2, 17838862)",ego car,car_6633,visible
"(2, 17838862)",ego car,car_6634,visible
"(2, 17838862)",ego car,car_6636,visible
"(2, 17838862)",car_6633,ego car,visible
"(2, 17838862)",car_6634,ego car,visible
"(2, 17838862)",car_6636,ego car,visible
"(2, 17838863)",ego car,car_6633,visible
"(2, 17838863)",ego car,car_6634,visible
"(2, 17838863)",ego car,car_6636,visible
"(2, 17838863)",car_6633,ego car,visible
"(2, 17838863)",car_6634,ego car,visible
"(2, 17838863)",car_6636,ego car,visible
"(2, 17838864)",ego car,car_6633,visible
"(2, 17838864)",ego car,car_6634,visible
"(2, 17838864)",ego car,car_6636,visible
"(2, 17838864)",car_6633,ego car,visible
"(2, 17838864)",car_6634,ego car,visible
"(2, 17838864)",car_6636,ego car,visible
"(2, 17838865)",ego car,car_6633,visible
"(2, 17838865)",ego car,car_6634,visible
"(2, 17838865)",ego car,car_6636,visible
"(2, 17838865)",car_6633,ego car,visible
"(2, 17838865)",car_6634,ego car,visible
"(2, 17838865)",car_6636,ego car,visible
"(2, 17838866)",ego car,car_6633,visible
"(2, 17838866)",ego car,car_6634,visible
"(2, 17838866)",ego car,car_6636,visible
"(2, 17838866)",car_6633,ego car,visible
"(2, 17838866)",car_6634,ego car,visible
"(2, 17838866)",car_6636,ego car,visible
"(2, 17838867)",ego car,car_6633,visible
"(2, 17838867)",ego car,car_6634,visible
"(2, 17838867)",ego car,car_6636,visible
"(2, 17838867)",car_6633,ego car,visible
"(2, 17838867)",car_6634,ego car,visible
"(2, 17838867)",car_6636,ego car,visible
"(2, 17838868)",ego car,car_6633,visible
"(2, 17838868)",ego car,car_6634,visible
"(2, 17838868)",ego car,car_6636,visible
"(2, 17838868)",car_6633,ego car,visible
"(2, 17838868)",car_6634,ego car,visible
"(2, 17838868)",car_6636,ego car,visible
"(2, 17838869)",ego car,car_6633,visible
"(2, 17838869)",ego car,car_6634,visible
"(2, 17838869)",ego car,car_6636,visible
"(2, 17838869)",car_6633,ego car,visible
"(2, 17838869)",car_6634,ego car,visible
"(2, 17838869)",car_6636,ego car,visible
"(2, 17838870)",ego car,car_6633,visible
"(2, 17838870)",ego car,car_6634,visible
"(2, 17838870)",ego car,car_6636,visible
"(2, 17838870)",car_6633,ego car,visible
"(2, 17838870)",car_6634,ego car,visible
"(2, 17838870)",car_6636,ego car,visible
"(2, 17838871)",ego car,car_6633,visible
"(2, 17838871)",ego car,car_6634,visible
"(2, 17838871)",ego car,car_6636,visible
"(2, 17838871)",car_6633,ego car,visible
"(2, 17838871)",car_6634,ego car,visible
"(2, 17838871)",car_6636,ego car,visible
"(2, 17838872)",ego car,car_6633,visible
"(2, 17838872)",ego car,car_6634,visible
"(2, 17838872)",ego car,car_6636,visible
"(2, 17838872)",car_6633,ego car,visible
"(2, 17838872)",car_6634,ego car,visible
"(2, 17838872)",car_6636,ego car,visible
"(2, 17838873)",ego car,car_6633,visible
"(2, 17838873)",ego car,car_6634,visible
"(2, 17838873)",ego car,car_6636,visible
"(2, 17838873)",car_6633,ego car,visible
"(2, 17838873)",car_6634,ego car,visible
"(2, 17838873)",car_6636,ego car,visible
"(2, 17838874)",ego car,car_6633,visible
"(2, 17838874)",ego car,car_6634,visible
"(2, 17838874)",ego car,car_6636,visible
"(2, 17838874)",car_6633,ego car,visible
"(2, 17838874)",car_6634,ego car,visible
"(2, 17838874)",car_6636,ego car,visible
"(2, 17838875)",ego car,car_6633,visible
"(2, 17838875)",ego car,car_6634,visible
"(2, 17838875)",ego car,car_6636,visible
"(2, 17838875)",car_6633,ego car,visible
"(2, 17838875)",car_6634,ego car,visible
"(2, 17838875)",car_6636,ego car,visible
"(2, 17838876)",ego car,car_6633,visible
"(2, 17838876)",ego car,car_6634,visible
"(2, 17838876)",ego car,car_6636,visible
"(2, 17838876)",car_6633,ego car,visible
"(2, 17838876)",car_6634,ego car,visible
"(2, 17838876)",car_6636,ego car,visible
"(2, 17838877)",ego car,car_6633,visible
"(2, 17838877)",ego car,car_6634,visible
"(2, 17838877)",ego car,car_6636,visible
"(2, 17838877)",car_6633,ego car,visible
"(2, 17838877)",car_6634,ego car,visible
"(2, 17838877)",car_6636,ego car,visible
"(2, 17838878)",ego car,car_6633,visible
"(2, 17838878)",ego car,car_6634,visible
"(2, 17838878)",ego car,car_6636,visible
"(2, 17838878)",car_6633,ego car,visible
"(2, 17838878)",car_6634,ego car,visible
"(2, 17838878)",car_6636,ego car,visible
"(2, 17838879)",ego car,car_6633,visible
"(2, 17838879)",ego car,car_6634,visible
"(2, 17838879)",ego car,car_6636,visible
"(2, 17838879)",car_6633,ego car,visible
"(2, 17838879)",car_6634,ego car,visible
"(2, 17838879)",car_6636,ego car,visible
"(2, 17838880)",ego car,car_6633,visible
"(2, 17838880)",ego car,car_6634,visible
"(2, 17838880)",ego car,car_6636,visible
"(2, 17838880)",car_6633,ego car,visible
"(2, 17838880)",car_6634,ego car,visible
"(2, 17838880)",car_6636,ego car,visible
"(2, 17838881)",ego car,car_6633,visible
"(2, 17838881)",ego car,car_6634,visible
"(2, 17838881)",ego car,car_6636,visible
"(2, 17838881)",car_6633,ego car,visible
"(2, 17838881)",car_6634,ego car,visible
"(2, 17838881)",car_6636,ego car,visible
"(2, 17838882)",ego car,car_6633,visible
"(2, 17838882)",ego car,car_6634,visible
"(2, 17838882)",ego car,car_6636,visible
"(2, 17838882)",car_6633,ego car,visible
"(2, 17838882)",car_6634,ego car,visible
"(2, 17838882)",car_6636,ego car,visible
"(2, 17838883)",ego car,car_6633,visible
"(2, 17838883)",ego car,car_6634,visible
"(2, 17838883)",ego car,car_6636,visible
"(2, 17838883)",car_6633,ego car,visible
"(2, 17838883)",car_6634,ego car,visible
"(2, 17838883)",car_6636,ego car,visible
"(2, 17838884)",ego car,car_6633,visible
"(2, 17838884)",ego car,car_6634,visible
"(2, 17838884)",ego car,car_6636,visible
"(2, 17838884)",car_6633,ego car,visible
"(2, 17838884)",car_6634,ego car,visible
"(2, 17838884)",car_6636,ego car,visible
"(2, 17838885)",ego car,car_6633,visible
"(2, 17838885)",ego car,car_6634,visible
"(2, 17838885)",ego car,car_6636,visible
"(2, 17838885)",car_6633,ego car,visible
"(2, 17838885)",car_6634,ego car,visible
"(2, 17838885)",car_6636,ego car,visible
"(2, 17838886)",ego car,car_6633,visible
"(2, 17838886)",ego car,car_6634,visible
"(2, 17838886)",ego car,car_6636,visible
"(2, 17838886)",car_6633,ego car,visible
"(2, 17838886)",car_6634,ego car,visible
"(2, 17838886)",car_6636,ego car,visible
"(2, 17838887)",ego car,car_6633,visible
"(2, 17838887)",ego car,car_6634,visible
"(2, 17838887)",ego car,car_6636,visible
"(2, 17838887)",car_6633,ego car,visible
"(2, 17838887)",car_6634,ego car,visible
"(2, 17838887)",car_6636,ego car,visible
"(2, 17838888)",ego car,car_6633,visible
"(2, 17838888)",car_6633,ego car,visible
"(2, 17838889)",ego car,car_6633,visible
"(2, 17838889)",ego car,car_6634,visible
"(2, 17838889)",ego car,car_6636,visible
"(2, 17838889)",car_6633,ego car,visible
"(2, 17838889)",car_6634,ego car,visible
"(2, 17838889)",car_6636,ego car,visible
"(2, 17838890)",ego car,car_6633,visible
"(2, 17838890)",car_6633,ego car,visible
"(2, 17838891)",ego car,car_6633,visible
"(2, 17838891)",car_6633,ego car,visible
"(2, 17838892)",ego car,car_6633,visible
"(2, 17838892)",car_6633,ego car,visible
"(2, 17838893)",ego car,car_6633,visible
"(2, 17838893)",car_6633,ego car,visible
"(2, 17838894)",ego car,car_6633,visible
"(2, 17838894)",car_6633,ego car,visible
"(2, 17838895)",ego car,car_6633,visible
"(2, 17838895)",car_6633,ego car,visible
"(2, 17838896)",ego car,car_6633,visible
"(2, 17838896)",car_6633,ego car,visible
"(2, 17838897)",ego car,car_6633,visible
"(2, 17838897)",car_6633,ego car,visible
"(2, 17838898)",ego car,car_6633,visible
"(2, 17838898)",car_6633,ego car,visible
"(2, 17838899)",ego car,car_6633,visible
"(2, 17838899)",car_6633,ego car,visible
"(2, 17838908)",ego car,car_6360,visible
"(2, 17838908)",car_6360,ego car,visible
"(3, 17839111)",ego car,car_6444,visible
"(3, 17839111)",car_6444,ego car,visible
"(3, 17839112)",ego car,car_6444,visible
"(3, 17839112)",car_6444,ego car,visible
"(3, 17839113)",ego car,car_6444,visible
"(3, 17839113)",car_6444,ego car,visible
"(3, 17839114)",ego car,car_6444,visible
"(3, 17839114)",car_6444,ego car,visible
"(3, 17839115)",ego car,car_6444,visible
"(3, 17839115)",car_6444,ego car,visible
"(3, 17839116)",ego car,car_6444,visible
"(3, 17839116)",car_6444,ego car,visible
"(3, 17839117)",ego car,car_6444,visible
"(3, 17839117)",car_6444,ego car,visible
"(3, 17839118)",ego car,car_6444,visible
"(3, 17839118)",car_6444,ego car,visible
"(3, 17839119)",ego car,car_6444,visible
"(3, 17839119)",car_6444,ego car,visible
"(3, 17839120)",ego car,car_6444,visible
"(3, 17839120)",car_6444,ego car,visible
"(3, 17839121)",ego car,car_6444,visible
"(3, 17839121)",ego car,car_6442,visible
"(3, 17839121)",car_6444,ego car,visible
"(3, 17839121)",car_6442,ego car,visible
"(3, 17839122)",ego car,car_6444,visible
"(3, 17839122)",car_6444,ego car,visible
"(3, 17839123)",ego car,car_6444,visible
"(3, 17839123)",ego car,car_6442,visible
"(3, 17839123)",car_6444,ego car,visible
