id,Node_1,Node_2,label
"(3, 17839060)",ego car,car_6447,very_near
"(3, 17839060)",car_6447,ego car,very_near
"(3, 17839061)",ego car,car_6447,very_near
"(3, 17839061)",car_6447,ego car,very_near
"(3, 17839062)",ego car,car_6447,very_near
"(3, 17839062)",car_6447,ego car,very_near
"(3, 17839063)",ego car,car_6447,very_near
"(3, 17839063)",car_6447,ego car,very_near
"(3, 17839064)",ego car,car_6447,very_near
"(3, 17839064)",car_6447,ego car,very_near
"(3, 17839065)",ego car,car_6447,very_near
"(3, 17839065)",car_6447,ego car,very_near
"(3, 17839066)",ego car,car_6447,very_near
"(3, 17839066)",car_6447,ego car,very_near
"(3, 17839067)",ego car,car_6447,very_near
"(3, 17839067)",car_6447,ego car,very_near
"(3, 17839068)",ego car,car_6447,very_near
"(3, 17839068)",car_6447,ego car,very_near
"(3, 17839069)",ego car,car_6447,very_near
"(3, 17839069)",car_6447,ego car,very_near
"(3, 17839070)",ego car,car_6447,very_near
"(3, 17839070)",car_6447,ego car,very_near
"(3, 17839071)",ego car,car_6447,very_near
"(3, 17839071)",car_6447,ego car,very_near
"(3, 17839072)",ego car,car_6447,very_near
"(3, 17839072)",car_6447,ego car,very_near
"(3, 17839073)",ego car,car_6447,very_near
"(3, 17839073)",car_6447,ego car,very_near
"(3, 17839074)",ego car,car_6447,very_near
"(3, 17839074)",car_6447,ego car,very_near
"(3, 17839075)",ego car,car_6447,very_near
"(3, 17839075)",car_6447,ego car,very_near
"(3, 17839076)",ego car,car_6447,very_near
"(3, 17839076)",car_6447,ego car,very_near
"(3, 17839077)",ego car,car_6447,very_near
"(3, 17839077)",car_6447,ego car,very_near
"(3, 17839078)",ego car,car_6447,very_near
"(3, 17839078)",car_6447,ego car,very_near
"(3, 17839079)",ego car,car_6447,very_near
"(3, 17839079)",car_6447,ego car,very_near
"(3, 17839080)",ego car,car_6447,very_near
"(3, 17839080)",car_6447,ego car,very_near
"(3, 17839081)",ego car,car_6447,very_near
"(3, 17839081)",car_6447,ego car,very_near
"(3, 17839082)",ego car,car_6447,very_near
"(3, 17839082)",car_6447,ego car,very_near
"(3, 17839083)",ego car,car_6447,very_near
"(3, 17839083)",car_6447,ego car,very_near
"(3, 17839084)",ego car,car_6447,very_near
"(3, 17839084)",car_6447,ego car,very_near
"(3, 17839085)",ego car,car_6447,very_near
"(3, 17839085)",car_6447,ego car,very_near
"(3, 17839086)",ego car,car_6447,very_near
"(3, 17839086)",car_6447,ego car,very_near
"(3, 17839087)",ego car,car_6447,very_near
"(3, 17839087)",car_6447,ego car,very_near
"(3, 17839088)",ego car,car_6447,very_near
"(3, 17839088)",car_6447,ego car,very_near
"(3, 17839089)",ego car,car_6447,very_near
"(3, 17839089)",car_6447,ego car,very_near
"(3, 17839090)",ego car,car_6447,very_near
"(3, 17839090)",car_6447,ego car,very_near
"(3, 17839091)",ego car,car_6447,very_near
"(3, 17839091)",car_6447,ego car,very_near
"(3, 17839092)",ego car,car_6447,very_near
"(3, 17839092)",car_6447,ego car,very_near
"(3, 17839093)",ego car,car_6447,very_near
"(3, 17839093)",car_6447,ego car,very_near
"(3, 17839094)",ego car,car_6447,very_near
"(3, 17839094)",car_6447,ego car,very_near
"(3, 17839095)",ego car,car_6447,very_near
"(3, 17839095)",car_6447,ego car,very_near
"(3, 17839096)",ego car,car_6447,very_near
"(3, 17839096)",car_6447,ego car,very_near
"(3, 17839097)",ego car,car_6447,very_near
"(3, 17839097)",car_6447,ego car,very_near
"(3, 17839098)",ego car,car_6447,very_near
"(3, 17839098)",car_6447,ego car,very_near
"(3, 17839099)",ego car,car_6447,very_near
"(3, 17839099)",car_6447,ego car,very_near
"(3, 17839100)",ego car,car_6447,very_near
"(3, 17839100)",car_6447,ego car,very_near
"(3, 17839101)",ego car,car_6447,very_near
"(3, 17839101)",car_6447,ego car,very_near
"(3, 17839102)",ego car,car_6447,very_near
"(3, 17839102)",car_6447,ego car,very_near
"(3, 17839103)",ego car,car_6447,very_near
"(3, 17839103)",car_6447,ego car,very_near
"(3, 17839104)",ego car,car_6447,very_near
"(3, 17839104)",car_6447,ego car,very_near
"(3, 17839106)",ego car,car_6447,very_near
"(3, 17839106)",car_6447,ego car,very_near
"(3, 17839108)",ego car,car_6447,very_near
"(3, 17839108)",car_6447,ego car,very_near
"(3, 17839113)",ego car,car_6447,very_near
"(3, 17839113)",car_6447,ego car,very_near
"(3, 17839115)",ego car,car_6447,very_near
"(3, 17839115)",car_6447,ego car,very_near
"(4, 17839283)",ego car,car_6391,very_near
"(4, 17839283)",car_6391,ego car,very_near
"(4, 17839286)",ego car,car_6391,very_near
"(4, 17839286)",car_6391,ego car,very_near
"(4, 17839287)",ego car,car_6391,very_near
"(4, 17839287)",car_6391,ego car,very_near
"(4, 17839288)",ego car,car_6391,very_near
"(4, 17839288)",car_6391,ego car,very_near
"(4, 17839289)",ego car,car_6391,very_near
"(4, 17839289)",car_6391,ego car,very_near
"(4, 17839290)",ego car,car_6391,very_near
"(4, 17839290)",car_6391,ego car,very_near
"(4, 17839291)",ego car,car_6391,very_near
"(4, 17839291)",car_6391,ego car,very_near
"(4, 17839292)",ego car,car_6391,very_near
"(4, 17839292)",car_6391,ego car,very_near
"(4, 17839293)",ego car,car_6391,very_near
"(4, 17839293)",car_6391,ego car,very_near
"(4, 17839294)",ego car,car_6391,very_near
"(4, 17839294)",car_6391,ego car,very_near
"(4, 17839295)",ego car,car_6391,very_near
"(4, 17839295)",car_6391,ego car,very_near
"(4, 17839296)",ego car,car_6391,very_near
"(4, 17839296)",car_6391,ego car,very_near
"(4, 17839297)",ego car,car_6391,very_near
"(4, 17839297)",car_6391,ego car,very_near
"(4, 17839298)",ego car,car_6391,very_near
"(4, 17839298)",car_6391,ego car,very_near
"(4, 17839299)",ego car,car_6391,very_near
"(4, 17839299)",car_6391,ego car,very_near
"(4, 17839300)",ego car,car_6391,very_near
"(4, 17839300)",car_6391,ego car,very_near
"(4, 17839301)",ego car,car_6391,very_near
"(4, 17839301)",car_6391,ego car,very_near
"(4, 17839302)",ego car,car_6391,very_near
"(4, 17839302)",car_6391,ego car,very_near
"(4, 17839303)",ego car,car_6391,very_near
"(4, 17839303)",car_6391,ego car,very_near
"(4, 17839304)",ego car,car_6391,very_near
"(4, 17839304)",car_6391,ego car,very_near
"(5, 17839617)",ego car,car_6436,very_near
"(5, 17839617)",car_6436,ego car,very_near
"(5, 17839627)",ego car,car_6572,very_near
"(5, 17839627)",car_6572,ego car,very_near
"(5, 17839630)",ego car,car_6572,very_near
"(5, 17839630)",car_6572,ego car,very_near
"(5, 17839632)",ego car,car_6572,very_near
"(5, 17839632)",car_6572,ego car,very_near
"(5, 17839633)",ego car,car_6572,very_near
"(5, 17839633)",car_6572,ego car,very_near
"(5, 17839635)",ego car,car_6572,very_near
"(5, 17839635)",car_6572,ego car,very_near
"(5, 17839636)",ego car,car_6572,very_near
"(5, 17839636)",car_6572,ego car,very_near
"(5, 17839639)",ego car,car_6572,very_near
"(5, 17839639)",car_6572,ego car,very_near
"(6, 17791620)",ego car,car_5592,very_near
"(6, 17791620)",car_5592,ego car,very_near
"(6, 17791621)",ego car,car_5592,very_near
"(6, 17791621)",car_5592,ego car,very_near
"(6, 17791622)",ego car,car_5592,very_near
"(6, 17791622)",car_5592,ego car,very_near
"(6, 17791623)",ego car,car_5592,very_near
"(6, 17791623)",car_5592,ego car,very_near
"(6, 17791624)",ego car,car_5592,very_near
"(6, 17791624)",car_5592,ego car,very_near
"(6, 17791625)",ego car,car_5592,very_near
"(6, 17791625)",car_5592,ego car,very_near
"(6, 17791626)",ego car,car_5592,very_near
"(6, 17791626)",car_5592,ego car,very_near
"(6, 17791627)",ego car,car_5562,very_near
"(6, 17791627)",ego car,car_5592,very_near
"(6, 17791627)",car_5562,ego car,very_near
"(6, 17791627)",car_5592,ego car,very_near
"(6, 17791628)",ego car,car_5562,very_near
"(6, 17791628)",ego car,car_5592,very_near
"(6, 17791628)",car_5562,ego car,very_near
"(6, 17791628)",car_5592,ego car,very_near
"(6, 17791629)",ego car,car_5562,very_near
"(6, 17791629)",ego car,car_5592,very_near
"(6, 17791629)",car_5562,ego car,very_near
"(6, 17791629)",car_5592,ego car,very_near
"(6, 17791630)",ego car,car_5562,very_near
"(6, 17791630)",ego car,car_5592,very_near
"(6, 17791630)",car_5562,ego car,very_near
"(6, 17791630)",car_5592,ego car,very_near
"(6, 17791631)",ego car,car_5562,very_near
"(6, 17791631)",ego car,car_5592,very_near
"(6, 17791631)",car_5562,ego car,very_near
"(6, 17791631)",car_5592,ego car,very_near
"(6, 17791632)",ego car,car_5562,very_near
"(6, 17791632)",ego car,car_5592,very_near
"(6, 17791632)",car_5562,ego car,very_near
"(6, 17791632)",car_5592,ego car,very_near
"(6, 17791633)",ego car,car_5562,very_near
"(6, 17791633)",ego car,car_5592,very_near
"(6, 17791633)",car_5562,ego car,very_near
"(6, 17791633)",car_5592,ego car,very_near
"(6, 17791634)",ego car,car_5562,very_near
"(6, 17791634)",ego car,car_5592,very_near
"(6, 17791634)",car_5562,ego car,very_near
"(6, 17791634)",car_5592,ego car,very_near
"(6, 17791635)",ego car,car_5562,very_near
"(6, 17791635)",ego car,car_5592,very_near
"(6, 17791635)",car_5562,ego car,very_near
"(6, 17791635)",car_5592,ego car,very_near
"(6, 17791636)",ego car,car_5562,very_near
"(6, 17791636)",ego car,car_5592,very_near
"(6, 17791636)",car_5562,ego car,very_near
"(6, 17791636)",car_5592,ego car,very_near
"(6, 17791637)",ego car,car_5562,very_near
"(6, 17791637)",car_5562,ego car,very_near
"(6, 17791638)",ego car,car_5562,very_near
"(6, 17791638)",car_5562,ego car,very_near
"(6, 17791639)",ego car,car_5562,very_near
"(6, 17791639)",car_5562,ego car,very_near
"(6, 17791640)",ego car,car_5562,very_near
"(6, 17791640)",car_5562,ego car,very_near
"(6, 17791641)",ego car,car_5562,very_near
"(6, 17791641)",car_5562,ego car,very_near
"(6, 17791642)",ego car,car_5562,very_near
"(6, 17791642)",ego car,car_5592,very_near
"(6, 17791642)",car_5562,ego car,very_near
"(6, 17791642)",car_5592,ego car,very_near
"(6, 17791643)",ego car,car_5562,very_near
"(6, 17791643)",car_5562,ego car,very_near
"(6, 17791644)",ego car,car_5562,very_near
"(6, 17791644)",car_5562,ego car,very_near
"(6, 17791645)",ego car,car_5562,very_near
"(6, 17791645)",car_5562,ego car,very_near
"(6, 17791646)",ego car,car_5562,very_near
"(6, 17791646)",car_5562,ego car,very_near
"(6, 17791647)",ego car,car_5562,very_near
"(6, 17791647)",car_5562,ego car,very_near
"(6, 17791649)",ego car,car_5562,very_near
"(6, 17791649)",car_5562,ego car,very_near
"(6, 17791651)",ego car,car_5562,very_near
"(6, 17791651)",car_5562,ego car,very_near
"(6, 17791662)",ego car,car_5375,very_near
"(6, 17791662)",car_5375,ego car,very_near
"(6, 17791663)",ego car,car_5375,very_near
"(6, 17791663)",car_5375,ego car,very_near
"(6, 17791664)",ego car,car_5375,very_near
"(6, 17791664)",car_5375,ego car,very_near
"(6, 17791665)",ego car,car_5375,very_near
"(6, 17791665)",car_5375,ego car,very_near
"(6, 17791666)",ego car,car_5375,very_near
"(6, 17791666)",car_5375,ego car,very_near
"(6, 17791687)",ego car,car_5375,very_near
"(6, 17791687)",car_5375,ego car,very_near
"(6, 17791688)",ego car,car_5375,very_near
"(6, 17791688)",car_5375,ego car,very_near
"(6, 17791689)",ego car,car_5375,very_near
"(6, 17791689)",car_5375,ego car,very_near
"(7, 17840193)",ego car,car_6440,very_near
"(7, 17840193)",car_6440,ego car,very_near
"(7, 17840195)",ego car,car_6440,very_near
"(7, 17840195)",car_6440,ego car,very_near
"(7, 17840196)",ego car,car_6440,very_near
"(7, 17840196)",car_6440,ego car,very_near
"(7, 17840197)",ego car,car_6440,very_near
"(7, 17840197)",car_6440,ego car,very_near
"(7, 17840198)",ego car,car_6440,very_near
"(7, 17840198)",car_6440,ego car,very_near
"(7, 17840199)",ego car,car_6440,very_near
"(7, 17840199)",car_6440,ego car,very_near
"(7, 17840200)",ego car,car_6440,very_near
"(7, 17840200)",car_6440,ego car,very_near
"(7, 17840201)",ego car,car_6440,very_near
"(7, 17840201)",car_6440,ego car,very_near
"(7, 17840202)",ego car,car_6440,very_near
"(7, 17840202)",ego car,car_6572,very_near
"(7, 17840202)",car_6440,ego car,very_near
"(7, 17840202)",car_6572,ego car,very_near
"(7, 17840203)",ego car,car_6440,very_near
"(7, 17840203)",car_6440,ego car,very_near
"(7, 17840204)",ego car,car_6440,very_near
"(7, 17840204)",ego car,car_6572,very_near
"(7, 17840204)",car_6440,ego car,very_near
"(7, 17840204)",car_6572,ego car,very_near
"(7, 17840205)",ego car,car_6440,very_near
"(7, 17840205)",car_6440,ego car,very_near
"(7, 17840206)",ego car,car_6440,very_near
"(7, 17840206)",car_6440,ego car,very_near
"(7, 17840207)",ego car,car_6440,very_near
"(7, 17840207)",car_6440,ego car,very_near
"(7, 17840208)",ego car,car_6440,very_near
"(7, 17840208)",ego car,car_6572,very_near
"(7, 17840208)",car_6440,ego car,very_near
"(7, 17840208)",car_6572,ego car,very_near
"(7, 17840209)",ego car,car_6440,very_near
"(7, 17840209)",car_6440,ego car,very_near
"(7, 17840210)",ego car,car_6440,very_near
"(7, 17840210)",ego car,car_6572,very_near
"(7, 17840210)",car_6440,ego car,very_near
"(7, 17840210)",car_6572,ego car,very_near
"(7, 17840211)",ego car,car_6440,very_near
"(7, 17840211)",car_6440,ego car,very_near
"(7, 17840212)",ego car,car_6440,very_near
"(7, 17840212)",ego car,car_6572,very_near
"(7, 17840212)",car_6440,ego car,very_near
"(7, 17840212)",car_6572,ego car,very_near
"(7, 17840213)",ego car,car_6440,very_near
"(7, 17840213)",ego car,car_6572,very_near
"(7, 17840213)",car_6440,ego car,very_near
"(7, 17840213)",car_6572,ego car,very_near
"(7, 17840214)",ego car,car_6440,very_near
"(7, 17840214)",ego car,car_6572,very_near
"(7, 17840214)",car_6440,ego car,very_near
"(7, 17840214)",car_6572,ego car,very_near
"(7, 17840215)",ego car,car_6440,very_near
"(7, 17840215)",ego car,car_6572,very_near
"(7, 17840215)",car_6440,ego car,very_near
"(7, 17840215)",car_6572,ego car,very_near
"(7, 17840216)",ego car,car_6440,very_near
"(7, 17840216)",ego car,car_6572,very_near
"(7, 17840216)",car_6440,ego car,very_near
"(7, 17840216)",car_6572,ego car,very_near
"(7, 17840217)",ego car,car_6572,very_near
"(7, 17840217)",car_6572,ego car,very_near
"(7, 17840218)",ego car,car_6572,very_near
"(7, 17840218)",car_6572,ego car,very_near
"(7, 17840219)",ego car,car_6440,very_near
"(7, 17840219)",ego car,car_6572,very_near
"(7, 17840219)",car_6440,ego car,very_near
"(7, 17840219)",car_6572,ego car,very_near
"(7, 17840220)",ego car,car_6440,very_near
"(7, 17840220)",ego car,car_6572,very_near
"(7, 17840220)",car_6440,ego car,very_near
"(7, 17840220)",car_6572,ego car,very_near
"(7, 17840221)",ego car,car_6572,very_near
"(7, 17840221)",car_6572,ego car,very_near
"(7, 17840222)",ego car,car_6572,very_near
"(7, 17840222)",car_6572,ego car,very_near
"(7, 17840223)",ego car,car_6572,very_near
"(7, 17840223)",car_6572,ego car,very_near
"(7, 17840224)",ego car,car_6440,very_near
"(7, 17840224)",ego car,car_6572,very_near
"(7, 17840224)",car_6440,ego car,very_near
"(7, 17840224)",car_6572,ego car,very_near
"(7, 17840225)",ego car,car_6572,very_near
"(7, 17840225)",car_6572,ego car,very_near
"(7, 17840226)",ego car,car_6572,very_near
"(7, 17840226)",car_6572,ego car,very_near
"(7, 17840227)",ego car,car_6572,very_near
"(7, 17840227)",car_6572,ego car,very_near
"(7, 17840228)",ego car,car_6572,very_near
"(7, 17840228)",car_6572,ego car,very_near
"(7, 17840229)",ego car,car_6572,very_near
"(7, 17840229)",car_6572,ego car,very_near
"(7, 17840230)",ego car,car_6572,very_near
"(7, 17840230)",car_6572,ego car,very_near
"(7, 17840231)",ego car,car_6572,very_near
"(7, 17840231)",car_6572,ego car,very_near
"(7, 17840232)",ego car,car_6572,very_near
"(7, 17840232)",car_6572,ego car,very_near
"(7, 17840233)",ego car,car_6572,very_near
"(7, 17840233)",car_6572,ego car,very_near
"(7, 17840234)",ego car,car_6572,very_near
"(7, 17840234)",car_6572,ego car,very_near
"(7, 17840235)",ego car,car_6572,very_near
"(7, 17840235)",car_6572,ego car,very_near
"(7, 17840236)",ego car,car_6572,very_near
"(7, 17840236)",car_6572,ego car,very_near
"(7, 17840237)",ego car,car_6572,very_near
"(7, 17840237)",car_6572,ego car,very_near
"(7, 17840238)",ego car,car_6572,very_near
"(7, 17840238)",car_6572,ego car,very_near
"(7, 17840239)",ego car,car_6572,very_near
"(7, 17840239)",car_6572,ego car,very_near
"(7, 17840240)",ego car,car_6572,very_near
"(7, 17840240)",car_6572,ego car,very_near
"(7, 17840241)",ego car,car_6572,very_near
"(7, 17840241)",car_6572,ego car,very_near
"(7, 17840242)",ego car,car_6572,very_near
"(7, 17840242)",car_6572,ego car,very_near
"(7, 17840243)",ego car,car_6572,very_near
"(7, 17840243)",car_6572,ego car,very_near
"(7, 17840244)",ego car,car_6572,very_near
"(7, 17840244)",car_6572,ego car,very_near
"(7, 17840245)",ego car,car_6572,very_near
"(7, 17840245)",car_6572,ego car,very_near
"(7, 17840246)",ego car,car_6572,very_near
"(7, 17840246)",car_6572,ego car,very_near
"(7, 17840247)",ego car,car_6572,very_near
"(7, 17840247)",car_6572,ego car,very_near
"(7, 17840249)",ego car,car_6572,very_near
"(7, 17840249)",car_6572,ego car,very_near
"(7, 17840251)",ego car,car_6572,very_near
"(7, 17840251)",car_6572,ego car,very_near
"(7, 17840253)",ego car,car_6572,very_near
"(7, 17840253)",car_6572,ego car,very_near
"(7, 17840257)",ego car,car_6572,very_near
"(7, 17840257)",car_6572,ego car,very_near
"(7, 17840258)",ego car,car_6572,very_near
"(7, 17840258)",car_6572,ego car,very_near
"(7, 17840260)",ego car,car_6572,very_near
"(7, 17840260)",car_6572,ego car,very_near
"(7, 17840261)",ego car,car_6572,very_near
"(7, 17840261)",car_6572,ego car,very_near
"(7, 17840262)",ego car,car_6572,very_near
"(7, 17840262)",car_6572,ego car,very_near
"(7, 17840263)",ego car,car_6572,very_near
"(7, 17840263)",car_6572,ego car,very_near
"(7, 17840264)",ego car,car_6572,very_near
"(7, 17840264)",car_6572,ego car,very_near
"(7, 17840265)",ego car,car_6572,very_near
"(7, 17840265)",car_6572,ego car,very_near
"(7, 17840266)",ego car,car_6572,very_near
"(7, 17840266)",car_6572,ego car,very_near
"(7, 17840267)",ego car,car_6572,very_near
"(7, 17840267)",car_6572,ego car,very_near
"(7, 17840268)",ego car,car_6572,very_near
"(7, 17840268)",car_6572,ego car,very_near
"(7, 17840269)",ego car,car_6572,very_near
"(7, 17840269)",car_6572,ego car,very_near
"(7, 17840270)",ego car,car_6572,very_near
"(7, 17840270)",car_6572,ego car,very_near
"(7, 17840271)",ego car,car_6572,very_near
"(7, 17840271)",car_6572,ego car,very_near
"(7, 17840272)",ego car,car_6572,very_near
"(7, 17840272)",car_6572,ego car,very_near
"(7, 17840273)",ego car,car_6572,very_near
"(7, 17840273)",car_6572,ego car,very_near
"(7, 17840274)",ego car,car_6572,very_near
"(7, 17840274)",car_6572,ego car,very_near
"(7, 17840275)",ego car,car_6572,very_near
"(7, 17840275)",car_6572,ego car,very_near
"(7, 17840276)",ego car,car_6572,very_near
"(7, 17840276)",car_6572,ego car,very_near
"(7, 17840277)",ego car,car_6572,very_near
"(7, 17840277)",car_6572,ego car,very_near
"(7, 17840278)",ego car,car_6572,very_near
"(7, 17840278)",car_6572,ego car,very_near
"(7, 17840279)",ego car,car_6572,very_near
"(7, 17840279)",car_6572,ego car,very_near
"(7, 17840280)",ego car,car_6572,very_near
"(7, 17840280)",car_6572,ego car,very_near
"(7, 17840281)",ego car,car_6572,very_near
"(7, 17840281)",car_6572,ego car,very_near
"(7, 17840282)",ego car,car_6572,very_near
"(7, 17840282)",car_6572,ego car,very_near
"(7, 17840283)",ego car,car_6572,very_near
"(7, 17840283)",car_6572,ego car,very_near
"(7, 17840284)",ego car,car_6572,very_near
"(7, 17840284)",car_6572,ego car,very_near
"(7, 17840285)",ego car,car_6572,very_near
"(7, 17840285)",car_6572,ego car,very_near
"(7, 17840286)",ego car,car_6572,very_near
"(7, 17840286)",car_6572,ego car,very_near
"(7, 17840287)",ego car,car_6572,very_near
"(7, 17840287)",car_6572,ego car,very_near
"(7, 17840288)",ego car,car_6572,very_near
"(7, 17840288)",car_6572,ego car,very_near
"(7, 17840289)",ego car,car_6572,very_near
"(7, 17840289)",car_6572,ego car,very_near
"(7, 17840290)",ego car,car_6572,very_near
"(7, 17840290)",car_6572,ego car,very_near
"(7, 17840291)",ego car,car_6572,very_near
"(7, 17840291)",car_6572,ego car,very_near
"(7, 17840292)",ego car,car_6572,very_near
"(7, 17840292)",car_6572,ego car,very_near
"(7, 17840293)",ego car,car_6572,very_near
"(7, 17840293)",car_6572,ego car,very_near
"(7, 17840294)",ego car,car_6572,very_near
"(7, 17840294)",car_6572,ego car,very_near
"(8, 17840396)",ego car,car_6543,very_near
"(8, 17840396)",car_6543,ego car,very_near
"(8, 17840398)",ego car,car_6543,very_near
"(8, 17840398)",car_6543,ego car,very_near
"(8, 17840399)",ego car,car_6543,very_near
"(8, 17840399)",car_6543,ego car,very_near
"(8, 17840400)",ego car,car_6543,very_near
"(8, 17840400)",car_6543,ego car,very_near
"(8, 17840401)",ego car,car_6543,very_near
"(8, 17840401)",car_6543,ego car,very_near
"(10, 17790308)",ego car,car_5608,very_near
"(10, 17790308)",car_5608,ego car,very_near
"(10, 17790310)",ego car,car_5608,very_near
"(10, 17790310)",car_5608,ego car,very_near
"(10, 17790311)",ego car,car_5608,very_near
"(10, 17790311)",car_5608,ego car,very_near
"(10, 17790312)",ego car,car_5608,very_near
"(10, 17790312)",car_5608,ego car,very_near
"(10, 17790313)",ego car,car_5608,very_near
"(10, 17790313)",car_5608,ego car,very_near
"(10, 17790314)",ego car,car_5608,very_near
"(10, 17790314)",car_5608,ego car,very_near
"(10, 17790315)",ego car,car_5608,very_near
"(10, 17790315)",car_5608,ego car,very_near
"(10, 17790316)",ego car,car_5608,very_near
"(10, 17790316)",car_5608,ego car,very_near
"(10, 17790317)",ego car,car_5608,very_near
"(10, 17790317)",car_5608,ego car,very_near
"(10, 17790318)",ego car,car_5608,very_near
"(10, 17790318)",car_5608,ego car,very_near
"(10, 17790319)",ego car,car_5608,very_near
"(10, 17790319)",car_5608,ego car,very_near
"(10, 17790320)",ego car,car_5608,very_near
"(10, 17790320)",car_5608,ego car,very_near
"(10, 17790321)",ego car,car_5608,very_near
"(10, 17790321)",car_5608,ego car,very_near
"(10, 17790322)",ego car,car_5608,very_near
"(10, 17790322)",car_5608,ego car,very_near
"(10, 17790323)",ego car,car_5608,very_near
"(10, 17790323)",car_5608,ego car,very_near
"(10, 17790324)",ego car,car_5608,very_near
"(10, 17790324)",car_5608,ego car,very_near
"(10, 17790325)",ego car,car_5608,very_near
"(10, 17790325)",car_5608,ego car,very_near
"(10, 17790326)",ego car,car_5608,very_near
"(10, 17790326)",car_5608,ego car,very_near
"(10, 17790327)",ego car,car_5608,very_near
"(10, 17790327)",car_5608,ego car,very_near
"(10, 17790328)",ego car,car_5608,very_near
"(10, 17790328)",car_5608,ego car,very_near
"(10, 17790329)",ego car,car_5608,very_near
"(10, 17790329)",car_5608,ego car,very_near
"(10, 17790330)",ego car,car_5608,very_near
"(10, 17790330)",car_5608,ego car,very_near
"(10, 17790331)",ego car,car_5608,very_near
"(10, 17790331)",car_5608,ego car,very_near
"(10, 17790332)",ego car,car_5608,very_near
"(10, 17790332)",car_5608,ego car,very_near
"(10, 17790333)",ego car,car_5608,very_near
"(10, 17790333)",car_5608,ego car,very_near
"(10, 17790334)",ego car,car_5608,very_near
"(10, 17790334)",car_5608,ego car,very_near
"(10, 17790335)",ego car,car_5608,very_near
"(10, 17790335)",car_5608,ego car,very_near
"(10, 17790336)",ego car,car_5608,very_near
"(10, 17790336)",car_5608,ego car,very_near
"(10, 17790337)",ego car,car_5608,very_near
"(10, 17790337)",car_5608,ego car,very_near
"(10, 17790338)",ego car,car_5608,very_near
"(10, 17790338)",car_5608,ego car,very_near
"(10, 17790339)",ego car,car_5608,very_near
"(10, 17790339)",car_5608,ego car,very_near
"(10, 17790340)",ego car,car_5608,very_near
"(10, 17790340)",car_5608,ego car,very_near
"(10, 17790341)",ego car,car_5608,very_near
"(10, 17790341)",car_5608,ego car,very_near
"(10, 17790342)",ego car,car_5608,very_near
"(10, 17790342)",car_5608,ego car,very_near
"(10, 17790343)",ego car,car_5608,very_near
"(10, 17790343)",car_5608,ego car,very_near
"(10, 17790344)",ego car,car_5608,very_near
"(10, 17790344)",car_5608,ego car,very_near
"(10, 17790345)",ego car,car_5608,very_near
"(10, 17790345)",car_5608,ego car,very_near
"(10, 17790346)",ego car,car_5608,very_near
"(10, 17790346)",car_5608,ego car,very_near
"(10, 17790347)",ego car,car_5608,very_near
"(10, 17790347)",car_5608,ego car,very_near
"(10, 17790348)",ego car,car_5608,very_near
"(10, 17790348)",car_5608,ego car,very_near
"(10, 17790349)",ego car,car_5608,very_near
"(10, 17790349)",car_5608,ego car,very_near
"(10, 17790350)",ego car,car_5608,very_near
"(10, 17790350)",car_5608,ego car,very_near
"(10, 17790351)",ego car,car_5608,very_near
